cat,label,review,sentiment,category,summary
平板,0,发票没有包装太差,负面,质量,发票无包装太差
衣服,1,裤子很好噢，和实体店里的一样,正面,质量,裤子与实体店一致
洗发水,1,不是很满意 快递很不好 洗发露都洒了一些出来 按钮也是坏的,负面,物流,快递不好洗发露洒出
平板,0,本来不想差评，看在刘QD是老乡，而且老家靠的的也很近，现在确实忍无可忍,负面,服务,老乡关系难忍差评
洗发水,0,骗人的，大促时候购买的，反而比平时要贵很多，无良商家，玩的都是价格游戏。比其他地方购买也贵很多，不要相信,负面,价格,大促比平时贵，无良商家
衣服,1,很不错啊 一分钱一分货 这个价钱买到这样的裤子还是很划算的 喜欢样式和版型 下次还会再来的,正面,综合,性价比高款式好
洗发水,1,套装包装很精美，价格实惠，味道很好闻,正面,综合,包装精美价格实惠味道好
洗发水,1,刚收到就降价*～*套装，挺划算的，瓶子和图片的鲜红不一样～～很香～物流很快，昨天下午拍，今天就到了！,正面,综合,套装划算物流快颜色不同
平板,1,用了几天才来评价，以下是切身体会1.画质和音效不错，看视频啥的体验都很棒，并且比较轻薄2.耗电量：我主要用来看视频和看文档之类的，主要用来学习，差不多一天多（晚上还是也让它休息一下?），如果降低了分辨率，开启省电模式，会用的更久一点3.带上耳机会听到电流声，外放的话基本可以忽略4.最不满意的是指纹解锁，个人觉得不太灵敏，有很多次都是验证失败了，很影响心情，但用我的iphone就不会，秒秒钟开。5.屏幕比例个人觉得不太适合看文档，当然这是个人感觉，可能是我用电脑习惯了吧，但是有护眼模式值得表扬??7.可能是软件不兼容吧，我在微信上视频会有很大很大的回声，完全受不了，但是在qq上视频还好8.网上说的啥子拖影我感觉不出来，可能是我太木了吧?9.是请要下单的朋友注意，送的贴膜如果自己手残就让会贴膜的贴，这个屏幕太大了，跟手机贴膜的难度是不一样的，我就贴毁了，有5、6个气泡，但是也不想重新换了?10.鲁大师跑分12万多，说是正品?,正面,综合,体验总体不错，但指纹解锁和贴膜有瑕疵
洗发水,0,好失望啊，洗了之后头皮痒得不行，感觉不是正品啊,负面,质量,洗后头皮痒非正品
平板,1,拿在手里正好，比手机玩游戏看剧舒适多了,正面,质量,手持舒适胜过手机
洗发水,1,很好，下次还会继续购买。很好，下次还会继续购买。很好，下次还会继续购买。,正面,综合,好评，下次还会购买
平板,0,差评，差评，差评！下单的时候有写赠送耳机，实际没有，还不给补发。差评！,负面,服务,承诺赠品未发且拒补
酒店,0,预订了标准房，付了押金，到酒店却给了大床房。设施己很破旧，淋浴喷头坏。住5楼，6楼噔噔的声音听到，吵。,负面,综合,房间设施破旧且噪音大
手机,1,外观很硬朗，有种粗线条的感觉！很有男人味，好象一个玩具。,正面,质量,外观硬朗有男人味
酒店,1,环境不错，房间很干净。服务人员素质很好，态度很不错，结帐时很快。如果宾馆的人员能看到这个的话，建议餐卷可以重新印一下，早餐的时候我是被误导到4楼去了的。有点不爽。,负面,服务,环境好服务佳但早餐指引失误
水果,1,苹果还不错吧！也没有坏，只能感觉还可以吧！已经吃到剩下一个了……,正面,质量,苹果不错没坏
手机,1,1、最大的优点是有mp3播放器。2、还可以当u盘用。3、又可以当数码相机。真是，手机，相机，u盘、mp3一个都不能少。,正面,综合,功能丰富实用
酒店,1,最近大半年（2007）的周末都是住在这家酒店的。价格适合560元的高级房还是不错的。酒店的服务态度相当好，门童很客气，设施也蛮好的。酒店的销售做得也不错，时常看到一个大团入住。出租车还是蛮好叫的，门口是周家嘴路主要通道，可以去市中心。停车有时候有点紧张。总之，这是一家值得住的酒店！,正面,综合,酒店服务设施好值得住
水果,0,那么丑那幺小的果还卖那么贵.跟街边三块一斤一个样.真的不值,负面,价格,果小价高不值钱
酒店,0,"1服务员态度一点都不好,像是欠她多少钱似的,说话很像地主婆.2进了房间像地下小旅馆,极其不满意,永远不会住这里了.3是这辈子都不会住里了,4大家可以去附近的如家83559989这个店就在他的旁边.",负面,服务,服务员态度差，房间像地下旅馆
平板,0,手机电池用不了一天,负面,质量,手机电池续航差
书籍,1,书是好书，但就是封面不太温文尔雅，让人觉得很惊悚，恐怕晚上放在枕边会梦魇。而且最糟糕的是季老写的序，纯是在瞎掰、凑字数，没话找话说。哎，名人就是有胡说胡些的资本。高中时看过蒙田的精选篇，那时太小，完全不懂。现在却当宝贝一样，爱不释卷，时间真是奇妙的武器，人长大有了些许阅历后，开始不断地追求内心的自由，开始寻找本心，开始懂得生活的智慧...因此也开始把蒙田随笔当宝贝了。,负面,质量,封面惊悚且序言瞎掰
酒店,1,第一次入住该酒店，总体看还不错，房间给升了级，房间感觉挺温馨的，入住?,正面,综合,房间升级温馨总体不错
洗发水,1,第一次在京东买沙宣的东西，不知道效果如何，适合旅行，不错！期待好的效果！,正面,综合,适合旅行，效果不错
书籍,1,书在25号就到啦、今天闲下来来评分、鸡冻中、要重新再看一遍、封面毛毛的质感个人很喜、字体也大比、、大很多希望爱莫的深刻能够深入每个人的心里、以上——四四,正面,综合,封面质感好字体大
洗发水,1,这个物流包装太大了...大大的一个箱子，有点浪费的感觉。是小瓶的，家里的快用完了，看到有活动就下手了。然后还可以领取一瓶小的海飞丝的。,中性,物流,包装过大浪费
酒店,1,可能对香港人来说也是一个新的娱乐场所。酒店设施服务都一流，位置方便，周围有许留山、7－11超市、沙沙、买电子产品、波鞋等都近在咫尺，旺角地铁站，弥敦道也分布在酒店出口处。我和女儿结束迪斯尼的游玩后在那里连住3晚，对我们自助游的人来说还算方便的。从酒店到太空馆、海洋公园、中环等都很快，酒店旁边的集市有买山竹10元4磅，很好吃，我们还一直带回到上海呢！,正面,综合,酒店设施一流位置方便
洗发水,0,洗头发效果不好，之前使用海飞丝没有头皮屑，用了潘婷后就有,负面,质量,潘婷洗头后长头皮屑
水果,0,一.没市场上的新鲜 二.不甜 三.贵到*,负面,综合,不甜且价格太贵
洗发水,1,别人代收 还没开始用 用过再评论,中性,综合,未使用先不评论
水果,1,快递没送上楼也没给我打电话，这回不满意，还是我自己下去拿的，以前从来没有快递这样的,负面,物流,快递未上楼且未通知
书籍,1,为了达到那些令人羡慕的拥有， 而在区别彼此的不同，忘了做真正的自己，也许正是因为太多的惯性和常识才让自己更孤单，这套书很好，可惜一直都无法买全，它的另外几本至今也买不到：爱你本来的样子，你所需要的，你很特别……你是特别的，并不需要具有所谓的成就、才能、性格，而是，你本来就是特别的，在这个宇宙 我是独一不二，没人能取代，梦在手里，我可以。,正面,综合,书很好可惜无法买全
水果,0,刚刚收到货，惊呆了太小啦吧……！口感之后会追加评论分享给大家！,正面,综合,商品太小惊喜口感好
酒店,1,"这样的硬件,这样的价钱,在香港是绝对超值的.保持了喜达屋的一贯高水准.如果去中环的班车免费就更完美了.",正面,综合,硬件超值服务需优化
书籍,1,由于时间关系只能草草的写下。一直很喜欢俞敏洪老师的演讲，最近一直在准备考试，很辛苦，所以特地买了这本书，在自己想要放弃的时候拿出来看看马上会获得很多的动力让我坚持下去。书里面最多的还是提到关于出国的事，我由于条件有限所以暂不考虑，因此还特意买了一本送给我的朋友，她很犹豫是否要出国，希望能帮到她。向大家推荐这本书。任何的成功学书籍都只是一种激励，关键还是靠自己的。,正面,综合,推荐书籍激励备考朋友
水果,1,送货很快，又一个果好像被虫子咬了，其他都很满意。,正面,质量,物流快但水果有虫
平板,0,差评，平板刚到下载了两集电视剧，之后看的时候就卡了，刚买新机就卡了，好差劲就是物流挺好的,负面,质量,新机看剧卡顿体验差
衣服,0,无语了！超感被骗，千万别上当了,负面,质量,超感被骗，千万别上当
衣服,0,一个字，垃圾,负面,质量,一个字就垃圾
衣服,0,修身=裆浅 腰低？ 脑残设计，冬天的衣服腰这么低，裆这么浅，太失败了,负面,质量,设计失败腰低裆浅
平板,0,连续使用20分钟机器就超热。倒霉的一次购物。,负面,质量,机器超热体验差
平板,0,产品质量真不行。感觉买的是刷新机。还经常死机。屏幕上连最基本的保护膜都没有。一次失望的购物。,负面,质量,产品质量差，经常死机
洗发水,0,明明写的洗发露是2瓶，可是只收到一瓶，真没想到京东居然这样虚假销售,负面,物流,收到一瓶非两瓶
衣服,1,十分满意的商品，是自己需要的，五分好评哈哈哈,正面,综合,十分满意需要的商品
平板,0,不会，很多游戏玩不了,负面,综合,游戏无法运行
平板,1,好好好好好好好好！这个价位有这样不错了，很满意！,正面,综合,性价比高很满意
水果,1,很好，喜欢京东的物流和售后，必须的选择自营,正面,综合,喜欢京东物流售后
酒店,1,优点就是位置好，去大运村或中关村办事方便。携程的价格真的不够优惠啊，还不包早餐。,负面,价格,位置好但价格不优惠
平板,0,你妹的！！！差评,负面,综合,强烈不满差评
平板,1,给家人买的，用着还不错,正面,综合,家人使用感觉不错
酒店,1,应该算是蚌埠最好的酒店了。地点有点偏所以周围没太多餐饮娱乐场所，但好在名气响所以打车还是蛮方便的。房间和2年前一样干净，但不明白为什么没有免费饮用水、浴缸处有沐浴露而淋浴房里却没有。以4星论是可以的，但5星的话就有点勉强。,正面,综合,酒店整体不错，但细节有待提升
蒙牛,1,看来蒙牛比人奶还好喝的，还真是挺惊喜的,正面,综合,蒙牛奶好喝惊喜
蒙牛,0,不要脸，继续抵制蒙牛伊利,负面,综合,抵制蒙牛伊利品牌
酒店,1,"适合一大家子外出居住,不过最好是有车.公寓的条件是很好的,确实令人满意.",正面,综合,公寓条件好令人满意
平板,0,客服这态度没法说 还不如那个机器人,负面,服务,客服态度差不如机器人
衣服,0,我以为是保暖的，太薄了,负面,质量,衣服太薄不保暖
计算机,1,键盘大！就是为了键盘才买的。去卖场试过很多机器，也就1000系列可以流畅打字。HP的虽然好评很多，我觉得也就那么回事，而且同规格贵很多，而且那个触摸板太窄了。电池也很爽，这点大家都是说了,正面,综合,键盘流畅打字性价比高
衣服,0,不满意，都起毛了，有点白,负面,质量,商品起毛发白
计算机,1,品牌机优势，性价比还可以吧，到目前为至运行还算稳定，可进行并不复杂图形处理。,正面,综合,品牌机性价比高运行稳定
热水器,1,再次购买，好评！！！,正面,综合,再次购买好评
衣服,0,刚拿到 这么多毛毛 差评,负面,质量,商品毛发过多
书籍,0,我怎么写评论啊，都俩星期了，我的书长什么样还没见到呢！！！！！,负面,物流,书两周未见
手机,0,还有1.各输入法联想词候选太少不方便，比如“上班”要打shang之后再打ban。这是我最不满意的。2.收集操作反应速度明显太慢。感觉用一段时间后程序会出错？反正感觉不是很经用。3.短信发出后没有回执信息？还是我没找到？我买了两周了有3次莫名其妙的自动关机。,负面,综合,联想少、卡顿、无回执、常关机
衣服,1,价格实惠，但质量真心不好，穿不了个把月就烂了,负面,质量,质量差穿不久
水果,0,小，特别小，并且不甜！真心觉得不值 一点都没味道,负面,质量,太小不甜不值
书籍,0,挺粗制滥造的一本书，读了之后觉得都是太浅显简单的东西，稍微有点智慧的女孩，就不用选这本书了！,负面,质量,书籍质量差内容浅显
手机,0,不能上网,负面,服务,无法上网服务差
热水器,1,全五星，一口气买了9个，客人用作都说好...50升和40升的，宾馆用.,正面,综合,全五星好评，宾馆采购
书籍,0,比起期待中的 确实 不是太有用 值得翻阅 不值得买下来,负面,质量,产品无实用价值
平板,1,挺好的平板电脑，用来看小说和视频完全够了，做工和质感在这个价位算不错的。,正面,综合,平板好用做工不错
洗发水,1,这个味道我很喜欢，包装不错，是正品，亲们可以放心购买。,正面,综合,喜欢味道包装正品放心买
书籍,1,终于与儿子一起读完了草房子，儿子只有六岁，有些章节我没有读给他听，但是从故事一开始，他就被草房子里的桑桑、秃鹤所吸引，我也一样，虽然记忆中的童年并没有书中那么美丽忧伤，但是童心未泯的我，与儿子一起进入了草房子和油麻地小学。作者文笔极为细腻，跟着他的描写，就觉得心中那么轻松的抛开了一切，进入他的世界。所以，我向大家郑重推荐此书，尤其适合四五年级的小学生，会对他们的写作水平有帮助的。,正面,综合,文笔细腻适合小学生
平板,0,屏幕亮度有时老闪 一会亮一会暗 怎么回事啊,负面,质量,屏幕亮度忽明忽暗
酒店,1,地理位置相当好，离海港城走路只需五分钟，酒店房间灯光明亮，液晶电视够大，感觉很舒服。惟独酒店大堂小了点。下次我还是选择这酒店。,正面,综合,位置好房间亮下次还选
酒店,0,房间有异味,负面,质量,房间有异味
水果,0,Cnmb，没见过这么差的苹果，无良店铺，死全家，,负面,质量,苹果质量太差
酒店,1,地理位置较优越，房间内干净整洁，不能说很安静但出门在外凡事不能太叫真，隔音还是可以的，可以考虑无烟楼层的房间较安静，总台小姐的服务态度还是可以的，外出旅游住宿可以建议考虑此酒店，去王兴记吃虾肉馄饨或去三凤桥买酱排骨还是很方便的，谢谢！,正面,综合,酒店环境服务佳，周边餐饮方便
酒店,1,"房间不错很干净,交通便利,旁边有大型超市,没有特别服务,价格偏高",正面,综合,房间干净交通便利
酒店,1,如家的定位还是很不错的，我出差还是基本订如家。这次在十一经路店遇到了麻烦，在一楼餐厅吃饭时，钱夹被偷了！本来出门很小心的，看到餐厅里只有很少几位住店客人就餐，也就放松了警惕，把外套放在了椅子上，结果被贼盯上了，做到我后面掏了我的口袋（后悔呀，座到最后一排，恐怕贼就不好下手了！）。小服务员（估计不到20）觉出什么来了，好心提醒我要给我套衣服，我还觉得奇怪，平常没套过呀（活该破财，人家暗示我，我都没反应）。大家再来天津这个店，要小心了！,负面,服务,餐厅钱夹被偷提醒顾客
酒店,0,还是很有特色的酒店，周边方便，价格适中，是最为合适费用有限的,正面,综合,特色酒店性价比高
平板,0,触屏有问题，按着屏幕图标拖一会儿，就会失灵，玩王者荣耀，方向控制轮 盘，控制一会也会失灵,负面,质量,触屏失灵影响游戏
酒店,0,房间小，而且介绍是大床，去了却是1.5米的单人床，和携程商议更换，携程回复他们会去协商并会电话和我联系，我等了两天也没有接到电话，。TMD什么网站啊，以后能不用携程就不用,负面,服务,床型不符且携程失联
洗发水,1,很好，味道好闻，很清爽，泡沫丰富，快递也很快，好好好好好,正面,综合,味道好闻泡沫丰富物流快
书籍,1,今天看了新闻，有一位明星因为癌症去世了，一个歌手阿桑。唉，想想现在的社会要生活的健康真的不容易。买了姜老师的这本书，觉得很有收益。从食物出发，寻找健康是最最根本的。而且既做了公益事业——环保，自己也达到了健康状态，两全其美。如果你不能长期坚持吃素，我觉得偶尔或者坚持吃，或者搭配吃也挺好的。只要能对自己有健康的帮助，我相信你不会不去做的。一本好书，看看吧。有用。,正面,综合,好书有益健康值得看
平板,1,优质，优价，应为华为点赞???!,正面,综合,优质优价华为点赞
平板,1,真心不错?使用方便,正面,综合,使用方便真心不错
平板,1,跟我想象的一样完美，操作流畅，续航时间长，显示清晰，音质好，我很满意,正面,综合,产品完美流畅续航好
水果,1,这苹果真心好吃，就是比想象的要小一些，而且京东自营快递超级快，很好,正面,综合,苹果好吃但偏小，物流快
书籍,0,不觉得有啥好，有很多东西属于故意编造的东东。如黄瓜车、玉米车。哪里有这些东东？,负面,质量,商品内容虚假编造
平板,1,特别好用，经济实惠，玩游戏看电影的话用这个没问题，关键是便宜,正面,价格,好用实惠适合娱乐
衣服,1,布料很好有弹性，很愉快的一次购物，是正品！以后就认准你家产品了。,正面,综合,布料好弹性正品愉快购物
洗发水,1,一直有这个牌子 相信 效果很好 昨天拍的 今天就到了 今天下暴雨 快递员辛苦了,正面,物流,物流快暴雨辛苦了
衣服,0,收到货有呛人气味 试了一下 不合身 质量一般 没想象的好 一直没穿 不退了扔着去吧    建议别买,负面,质量,气味大不合身质量差
衣服,0,没办法穿，无语。,负面,质量,衣服无法穿着
计算机,0,没有无线网卡，但开关，指示灯都有，拆开看了，网卡插槽，天线都预留了，想办法掏一块装上就行。,正面,质量,预留插槽可装网卡
酒店,1,环球城大酒店整体来说还是比较满意哦！房间比较宽敞，有阳台，站在阳台吹吹风很舒服。价钱稍稍贵了些，早餐一般吧！我们住了二天，还好第二天早餐喜欢吃的鸡翼吃哈哈！打扫房间服务员态度挺好的，值得表扬。可是住在亚龙湾去海边很方便，可是去市区吃饭就稍远了些。补充点评 2007年11月12日 ： 入住酒店的人也不算太多，健身房是免费的，我们也去玩了一下哈哈！,正面,综合,酒店整体满意，服务不错
衣服,1,很喜欢，质量很好，穿上很舒服，物流也给力，卖家服务热情，非常满意！赞,正面,综合,质量物流服务都好
水果,1,买了好多。京东生鲜真方便，现在大部分都是在京东买的啦， 质量还不错。,正面,综合,京东生鲜方便质量好
水果,1,表面看起来还好，还没吃还不知道好吃不好吃,中性,综合,未尝不知味道好坏
平板,1,质量非常好，华为的品质保证很好，以后还买华为手机！！,正面,质量,华为手机质量很好
洗发水,0,垃圾京东，垃圾服务，都别在京东这个卖二手货的地方买东西了,负面,服务,京东二手货服务差
平板,0,这个平板买来才知道没有给皮套配赠，网上写的是有皮套和贴膜。我给客服说了情况。客服说没有。那为什么网上用红字写的送专用皮套十专用贴膜2张？,负面,服务,宣传承诺未兑现
平板,0,买个老人用的，一开始没关注，也没怎么用，关机了一周，18天后发现问题，但说超过退和换的时间！充电两个小时，只完成11%，充满后打开，12分钟后只剩58%的电！遇到这种问题，还是说不能换！严重怀疑京东给的是否新的平板！,负面,质量,充电异常怀疑是假货
书籍,1,"在等待书的几天里，我一直戴着一个液压油封，换过来换过去，身边的人都不知道我戴的是什么，我告诉他们是提高运动灵感对抗疲劳的。昨天快递公司来电话预约今天上午送货，但上午在家没等到快递员，下午要开会，于是出了门，走在路上，给快递员打电话，不料快递员当时和我距离不到100米，于是很顺利拿到书。似乎是“吸引定律”发挥了作用，“寻找你就能找到。”拿到书和紫手环了,真开心！和很多朋友感受一样，戴上手环才知道自己一天有多少抱怨，甚至连自己都吃惊，仔细回想，除了抱怨、批评和闲话，一天剩不下几句好话了。进入有意识的无能阶段，虽然还有抱怨，但我相信我会成功的！",正面,综合,戴手环反思抱怨，收获书籍很开心
酒店,1,房间挺大卫生也还行就是洗澡水早晨有点凉,中性,综合,房间大卫生好但水凉
蒙牛,0,毒品的祸害远比切糕大 蒙牛恒久远，切糕永留存。。。。。,负面,综合,切糕比喻不当引发争议
酒店,1,离火车站、长途汽车站很近，打车起价就到（五分钟内），楼下有24小时营业的麦当劳（点餐可免费送至房间），出大门往左便是平原商场，其对面是影剧院。,中性,综合,位置便利交通购物娱乐齐全
平板,0,最不满意的是没有电子发票,负面,服务,未提供电子发票
洗发水,1,产品外包装很好，打开盒子看到拍得整整齐齐的洗发水和护法素，京东快递大哥很好人，态度非常棒！值得推荐，有需要还会来！,正面,综合,包装好物流佳服务棒
水果,1,一直在京东购买，服务满意，品质保证,正面,服务,京东服务满意品质好
酒店,1,"服务绝对温馨,深夜入住,上楼出电梯的时候竟然还有服务员笑脸相迎,送进房间,铺好床铺道声晚安,感觉好亲切!早上起床用餐,服务也绝对可以,以后还会去住,只是酒店设施方面可以在上一个层次!",正面,服务,服务温馨亲切设施待提升
酒店,0,晚点，自己订的房间，入住时候全部是航空公司安排的旅客堵在前台，各种的吵架砸东西。前台不知所措，保安不作为，在国外早报警了。大堂经理也不作为，同时不理会我们这些自己付钱的客户。接近3小时才给我们房卡，进去发现有人，下来大堂又重新花了半个小时才拿到房卡。期间被蚊子咬了多个包！这样的酒店，一定要让其他旅客认清楚，你们不怕就去住吧！,负面,服务,酒店服务差，前台混乱
酒店,0,房间太小，无电梯，周围环境还可以，但正在修路，非常嘈杂,负面,综合,房间小无电梯修路嘈杂
酒店,1,房间里面的破地图，竟然要收费10元，是唯一的遗憾莫不如酒店自己印个地图，方便客人总体说，比对面的圣地酒店好太多了,负面,价格,收费地图不合理
洗发水,1,也不能说是假的，品牌没有错，但是会和超市里买的质量差好多这就是电商专供货品，也是便宜的原因，羊毛出在羊身上，一分钱一分货！这些生活用品无伤大雅的还能送货上门，觉得还是挺方便的。,中性,综合,品牌不错但质量差，电商专供便宜
酒店,0,位置靠近机场，环境一般，设施陈旧，不干净,负面,综合,环境陈旧不干净
手机,0,1、屏幕下方的导航按键及拨号、挂机键设计得十分糟糕，操作非常不便。特别是导航按键，又小又紧凑，按起来非常吃力。而在一些操作中又不得不用到导航键，比如机子自带的游戏基本上都要用导航键操作，结果就是这些游戏基本上都没法玩。2、TF卡有兼容问题。当时买机子时附送的64M卡已经拷了几首歌曲，卖手机的小姐放了一首试听了一下很正常。结果到我买回来后再放就显示“格式不正确”，一首歌也放不了。我又试着进行复制、删除等操作，结果总是显示“记忆卡写错误”，后来连记忆卡上的内容都无法显示了。连到电脑上格式化后拷了几首歌放了一下又正常了，但用手机上的更名、删除、复制或移动功能操作一次后问题又出现了。最后拿到售后那里给工程师看，他说这款机子设计有问题，不支持32M以上的TF卡。无奈之下我就把机子退了。不知道这个问题是这款机子的普偏问题还是个体差异的问题。3、SIM卡上的联系人不能设置来电铃声、来电大头贴、来电群组等功能，不够方便。4、未接电话和已接电话显示区别不明显，如果不仔细对比未接电话和已接电话的小图标颜色，很难知道哪些是未接电话，哪些是已接电话。5、拍照效果很差，怎么拍都很模糊，不知道是不是我买的这部比较糟糕。而且设置了拍摄延时到时间后不能动，还要再等一下，否则就拍废了。6、说明书说明简陋，很多功能都没有详细说明，一些功能根本就没有任何说明，比如未接电话和已接电话图标的区别。7、后盖设计不理想，打开费力，打开时总是担心把下面的两个塑料卡扣扳断。8、没有提供任何软件可以备份电话簿到电脑上或者在电脑上对手机里的数据进行操作，只能当U盘用。,负面,质量,手机导航键设计糟糕
衣服,0,奉劝各位千万不要买这家的东西，什么垃圾货，严重掉色，泡了三次水还是黑得跟墨汁一样！,负面,质量,严重掉色像墨汁
酒店,0,"大堂经理服务意识不足,房务员把我的隐形眼镜盒子丢了,大堂经理查了竟说没这事",负面,服务,房务员丢隐形眼镜盒
洗发水,0,为什么是开过的洗发水都流出来了、是用过的吗？是这样子包装的吗？,负面,质量,洗发水开盖即漏
洗发水,1,用了一段时间，效果确实挺好的，挺不错，还会再买这个品牌！,正面,综合,效果挺好会再买
水果,1,不错，给爸爸买的，看着就灰常好吃,正面,质量,爸爸买的食品好吃
酒店,0,垃圾硬件、垃圾服务、垃圾餐食！,负面,综合,垃圾硬件服务餐食
计算机,1,"作为上网本，屏的分辨率还是越大越好，HP的只是1024x576,虽然Gateway 也只有600,但大这点也是好的。实际用了就只知道。",正面,质量,上网本屏幕分辨率大更好
书籍,0,"写的还好,就是看着看着就不想在看了.",负面,综合,看着看着不想看了
衣服,1,衣服穿着感觉不错，算是物美价廉了，就是买大了一号，穿几天准备再来一件?,正面,综合,衣服不错但买大一号
衣服,0,掉色严重，不怎么好看。,负面,质量,掉色严重不好看
书籍,1,我们学习巴菲特的日的并不全是赚钱，而是学习巴菲特做人、做事、做投资的基本原则，这些原则体现了大师的智慧；可以帮助我们解脱人生、事业、投资中的迷惑，寻找一条真正长期成功的正确道路。这本上上乘的传记作品的好处就在于，如果你还不是一个投资者。它可以帮你成为一个投资者；如果你已经是一个投资者，它可以让你变成一个更出色的投资者。,正面,综合,巴菲特传记帮助投资者成长
水果,0,苹果超级小，有几个跟鸡蛋一样，真不知道怎么刷出来的评论,负面,质量,苹果太小像鸡蛋
平板,1,华为荣耀中国的品牌支持中国品牌华为荣耀平板在京东上关注这款平板已经关注很长时间了，这次下单买给儿子玩，没想到效果居然这么好，儿子非常喜欢，系统非常流畅，色彩非常艳丽，内存非常大，值得大家购买，相信京东支持京东比实体店便宜很多，下次如果买还在还在京东上面买，支持京东,正面,综合,儿子喜欢平板流畅色彩好
衣服,1,好，已经穿上了，薄料舒适，很满意,正面,质量,薄料舒适很满意
计算机,0,装XP系统要换回IDO接口，比较烦，不过装Vista就没问题！还有就是刚买的当天，这里就送东西，亏大了。。。。,负面,服务,装系统麻烦送东西亏
酒店,1,虽然大同的市容不敢恭维，但是花园饭店的服务和设施还是不错的，基本上在内地二线、三线城市中算得上较高水平了。早餐很好，名不虚传。,正面,服务,大同花园饭店服务设施好
蒙牛,0,在蒙牛第一次出问题之后，我就拒绝它了。后来它第二次出问题，这就是消费者惯的。现在第二次出问题之后还继续喝蒙牛，太不明智了，坚决抵制吧。 死磕到底@环球时报,负面,质量,拒绝蒙牛，坚决抵制
平板,0,包装简单，就一个塑料袋装着，而且手机包装已经打开。有怀疑是不是二手。,负面,质量,包装简陋疑为二手
计算机,0,既然有thinkpad的鼠标，为何不送一个呢。今天去广州自提点的时候差点就要抽其中一个前台MM的耳光。拉着个脸，说话很不耐烦，好像大家都欠她钱似的，素质真的是太差了！严重侮辱了晶东的形象！,负面,服务,前台态度差侮辱形象
书籍,1,"这本童书,是我目前最喜爱的,爱不释手的翻看多遍,不同时刻不同环境会有不同感受,第一感受是:这不仅仅是本童书,还适合于情人之间,亲人之间,姐妹之间,朋友之间~~~~因为这份爱,表达的是这么纯真和直白,一点点杂质都未掺.翻看给两岁半的儿子看时,他老是指着大兔子叫:爸爸!爸爸!我仔细观察,发现那只大兔子,真的是男性的表情和动作,呵呵~~~非常非常好的一本书!",正面,质量,童书适合多人群体
酒店,1,闹中取静，交通方便，价格实惠，服务基本到位，房间设施虽稍显简陋，但值得推荐。,正面,综合,交通方便设施简陋但值得推荐
平板,1,打王者荣耀很快啊，只是屏幕太大了不好操作。单手放个斩杀都放不了哈哈←_←好评了,正面,质量,屏幕大难操作好评
平板,0,返回键还占用屏幕一行，看起来特别不舒服，设计的太差了,负面,综合,键占用屏幕一行设计差
水果,0,苹果太小，还有黑点，可能一分价钱一分货吧！不过快递超快！,负面,质量,苹果有黑点不值
酒店,0,11：00落地，坐上11：30的酒店接机车，11：45到酒店。但前台服务超差，爱理不理，在大把空房的前提下，故意给了间最靠边最吵还是有烟的房间，根本无法住，无奈又换房。如果不是第二天的早班机，没有人会花钱买白眼，而且酒店又靠近机场，很吵无法睡觉。只是班车很准时，师傅还帮放行李。,负面,服务,前台服务差故意给差房
衣服,1,强烈建议买买买，裤子质量超好的，感觉买到这条裤子就是赚到了。偷笑偷笑，很喜欢哦,正面,质量,裤子质量超好
计算机,0,装系统实在是太麻烦了。要是在购买电脑时商家能提供详细的更换XP系统的步骤就好了。,负面,服务,系统更换步骤太麻烦
平板,1,很好，我很喜欢，送货快,正面,物流,喜欢商品送货快
酒店,0,经济类酒店，所以价格适中。酒店设施服务就一般了。虽然在亚龙湾，但是交通十分不方便，下次还不如住在市区。,负面,综合,交通不便，设施一般
酒店,0,一进酒店就闻到一股刺鼻的难闻味道，房间也如此，实在受不了。第二天早早醒来，一刻也不想多呆，匆忙退房离开,负面,综合,酒店异味刺鼻，不愿多待
衣服,0,很差差到不穿,负面,质量,质量太差无法穿着
水果,1,苹果很好，还有潘石屹写的卡片，个头很匀称，味道可口,正面,质量,苹果品质好味道佳
洗发水,0,好差，洗了后好多头皮屑，整天满头是头皮屑,负面,质量,洗后头皮屑多
平板,1,京东自营店信誉值得信赖，送货师傅服务没的说，满分好评，以后会继续购买。,正面,服务,京东自营信誉好服务满分
手机,0,质量简直是差到了极点，我刚买回去不到一个月时间就排线出问题了，就象上面那位兄弟说的一样，找个售后服务点比上天还难，我东跑西跑，最终还是在一个小角落找到了。那位维修的师傅随便给我搞了几下，我又拿着没有保障的东西回家了~~~没有等多久又出问题了，我简直就不想说什么了，这种公司开来做什么，我全你们还是早点申请破产算了，不要再继续来坑害我们这些无辜的老百姓~~！！！我买手机就几个月我已经把他们维修点给混熟完了，3天两头的往那跑，我建议要买手机的朋友们你们千万千万不要买“科健”哈，不然你们肯定会后悔的~！！！！！,负面,质量,手机质量差维修难
水果,1,买了好几次了，孩子很喜欢吃，有特殊的香味,正面,质量,孩子爱吃有香味
洗发水,0,你们的沙宣也是海飞丝香味一样么。,中性,综合,询问沙宣与海飞丝香味是否相同
平板,0,前面买，后面跌价，不快活，想骂人……贴膜都不送个！,负面,服务,买后跌价还无贴膜
蒙牛,0,哎！ 不会是蒙牛干的吧 严惩真凶！,负面,综合,严惩蒙牛真凶
